unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,income,expect_foreclosure,use_credit_cards,weight,EST_ST
1.0,1.0,6,1,2,100.0,80.0,2.0,7.0,77.0,1.0,77.0,6.0,7760.491590368733,,1.0,108.61604004,11
2.0,1.0,4,1,1,100.0,50.0,2.0,9.0,77.0,1.0,77.0,7.0,14185.877793779388,,,88.60840646,11
2.0,2.0,6,1,2,50.0,30.0,1.0,2.0,77.0,77.0,77.0,7.0,4410.392467259492,77.0,,79.743425153,11
2.0,2.0,6,1,1,175.0,50.0,1.0,2.0,77.0,77.0,77.0,8.0,0.0,77.0,,80.389594947,11
1.0,1.0,6,1,1,250.0,100.0,3.0,8.0,1.0,77.0,,8.0,3271.174843610654,77.0,1.0,54.069355693,11
1.0,2.0,4,1,2,172.0,46.0,3.0,7.0,2.0,77.0,3.0,2.0,6026.020608131101,77.0,,204.64892199,11
1.0,1.0,6,1,3,300.0,50.0,3.0,8.0,1.0,77.0,,4.0,0.0,77.0,1.0,138.63335259,11
2.0,1.0,7,1,3,200.0,150.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,1.0,151.716277,11
2.0,1.0,7,1,1,300.0,75.0,2.0,2.0,77.0,1.0,77.0,8.0,9461.014476864706,,,52.742529497,11
2.0,1.0,7,1,1,100.0,100.0,3.0,9.0,1.0,77.0,,7.0,15432.235997524189,77.0,1.0,167.5928172,11
2.0,2.0,7,1,1,100.0,0.0,2.0,9.0,77.0,1.0,77.0,6.0,0.0,,,56.538982314,11
1.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,19778.615397622787,77.0,,133.76810475,11
1.0,1.0,6,1,1,0.0,100.0,3.0,9.0,1.0,77.0,,4.0,1043.4599164452168,77.0,1.0,3169.4720413,11
2.0,2.0,4,2,2,300.0,400.0,1.0,2.0,77.0,77.0,77.0,2.0,25653.784433430308,77.0,,109.47102796,11
2.0,1.0,7,1,1,150.0,30.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,150.17999935,11
2.0,1.0,7,1,1,100.0,0.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,55.806555255,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,20496.64056030949,77.0,,209.71633423,11
1.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,11513.470236800375,77.0,,40.414232465,11
2.0,1.0,6,1,1,400.0,50.0,2.0,3.0,77.0,1.0,77.0,,0.0,,1.0,54.069355693,11
2.0,2.0,7,1,2,400.0,150.0,2.0,2.0,77.0,1.0,77.0,6.0,2194.4849766786474,,,133.03419262,11
1.0,1.0,6,1,1,100.0,0.0,2.0,9.0,77.0,1.0,77.0,6.0,0.0,,1.0,52.742529497,11
2.0,1.0,7,1,3,100.0,20.0,3.0,7.0,1.0,77.0,,4.0,1203.1985137790818,77.0,,392.83401812,11
1.0,2.0,7,1,2,300.0,100.0,1.0,2.0,77.0,77.0,77.0,5.0,0.0,77.0,,107.8796218,11
1.0,1.0,4,1,4,189.0,40.0,3.0,7.0,2.0,77.0,2.0,3.0,10245.936041624827,77.0,,234.07046623,11
1.0,1.0,7,1,1,300.0,0.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,52.742529497,11
1.0,1.0,7,1,1,,,2.0,3.0,77.0,1.0,77.0,8.0,12808.361977219345,,1.0,1456.1555499,11
2.0,1.0,6,1,3,114.0,24.0,3.0,2.0,2.0,77.0,4.0,4.0,17813.288817825054,77.0,,151.716277,11
2.0,1.0,4,1,2,,0.0,3.0,8.0,1.0,77.0,,3.0,18943.909806777625,77.0,,81.006254031,11
2.0,1.0,7,1,2,300.0,200.0,2.0,2.0,77.0,1.0,77.0,8.0,1035.771023093071,,,79.743425153,11
2.0,1.0,6,1,1,200.0,50.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,1.0,55.157586462,11
1.0,2.0,7,1,1,150.0,0.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,1.0,80.389594947,11
1.0,2.0,4,2,1,,,,,77.0,77.0,77.0,,0.0,77.0,,164.55688196,11
2.0,1.0,7,1,1,100.0,100.0,3.0,3.0,1.0,77.0,,7.0,0.0,77.0,,55.157586462,11
2.0,1.0,5,1,2,100.0,30.0,2.0,3.0,77.0,1.0,77.0,,0.0,,1.0,204.64892199,11
1.0,2.0,6,1,1,150.0,30.0,2.0,8.0,77.0,1.0,77.0,4.0,2510.811108534992,,1.0,57.77454569,11
2.0,2.0,7,1,1,100.0,0.0,1.0,9.0,77.0,77.0,77.0,5.0,0.0,77.0,,80.389594947,11
2.0,1.0,6,1,1,100.0,50.0,2.0,3.0,77.0,1.0,77.0,8.0,4117.488094388622,,,55.806555255,11
2.0,1.0,6,1,2,200.0,50.0,3.0,6.0,1.0,77.0,,3.0,0.0,77.0,,79.743425153,11
2.0,2.0,7,1,1,175.0,75.0,1.0,2.0,77.0,77.0,77.0,,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,1,110.0,12.0,3.0,9.0,1.0,77.0,,7.0,0.0,77.0,1.0,54.069355693,11
2.0,2.0,7,1,1,200.0,60.0,2.0,2.0,77.0,1.0,77.0,8.0,13251.302108367667,,,114.75302445,11
1.0,1.0,6,1,1,100.0,60.0,3.0,6.0,1.0,77.0,,4.0,0.0,77.0,,1287.7775682,11
2.0,1.0,6,1,1,200.0,100.0,3.0,7.0,1.0,77.0,,7.0,11089.355686926005,77.0,1.0,600.14689197,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,56.538982314,11
2.0,1.0,7,1,3,250.0,100.0,2.0,8.0,77.0,1.0,77.0,8.0,0.0,,,181.68687756,11
2.0,2.0,6,1,1,150.0,75.0,2.0,2.0,77.0,1.0,77.0,8.0,987.3727283778019,,1.0,52.742529497,11
2.0,2.0,7,1,1,200.0,30.0,1.0,2.0,77.0,77.0,77.0,6.0,4259.386292918195,77.0,,80.389594947,11
2.0,1.0,6,1,1,200.0,0.0,2.0,9.0,77.0,1.0,77.0,6.0,840.9235872939345,,1.0,57.77454569,11
2.0,1.0,7,1,1,150.0,150.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,1.0,52.742529497,11
2.0,1.0,6,1,1,400.0,120.0,2.0,3.0,77.0,1.0,77.0,8.0,6085.093400294395,,,51.796716957,11
2.0,1.0,6,1,1,120.0,10.0,1.0,9.0,77.0,77.0,77.0,6.0,5344.322683541425,77.0,1.0,52.742529497,11
2.0,1.0,7,1,2,70.0,,,,77.0,77.0,77.0,,94.18635460050835,77.0,1.0,122.21400107,11
2.0,1.0,6,1,2,700.0,200.0,,,77.0,77.0,77.0,,3866.6438277343013,77.0,,95.65147396,11
2.0,1.0,7,1,2,240.0,60.0,3.0,9.0,1.0,77.0,,8.0,0.0,77.0,,108.61604004,11
2.0,1.0,7,1,1,,,2.0,3.0,77.0,1.0,77.0,,0.0,,1.0,54.069355693,11
1.0,2.0,4,2,1,300.0,400.0,2.0,3.0,77.0,1.0,77.0,5.0,6380.47292064739,,,119.25440459,11
2.0,1.0,6,1,2,200.0,150.0,1.0,3.0,77.0,77.0,77.0,6.0,0.0,77.0,,108.61604004,11
1.0,1.0,7,1,1,,0.0,1.0,2.0,77.0,77.0,77.0,8.0,1161.0418380346384,77.0,,52.742529497,11
2.0,2.0,7,1,1,300.0,150.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,54.069355693,11
2.0,2.0,4,1,3,600.0,100.0,3.0,3.0,2.0,77.0,4.0,1.0,14040.061456572535,77.0,,234.07046623,11
2.0,1.0,7,1,2,250.0,250.0,2.0,3.0,77.0,1.0,77.0,8.0,1201.44423271774,,,904.75273001,11
2.0,2.0,7,1,1,400.0,40.0,1.0,9.0,77.0,77.0,77.0,7.0,16325.367342839938,77.0,,56.538982314,11
1.0,1.0,6,1,1,200.0,0.0,3.0,8.0,1.0,77.0,,1.0,0.0,77.0,,55.806555255,11
2.0,1.0,7,1,1,0.0,120.0,2.0,8.0,77.0,1.0,77.0,8.0,9051.868772487604,,,55.806555255,11
2.0,2.0,6,1,2,,,,,77.0,77.0,77.0,,1858.5378488705376,77.0,,133.03419262,11
2.0,1.0,7,2,2,250.0,80.0,3.0,9.0,1.0,77.0,,2.0,10774.67331352467,77.0,,100.52497169,11
2.0,1.0,6,1,1,0.0,150.0,2.0,4.0,77.0,1.0,77.0,8.0,13564.388007093648,,,93.047593504,11
2.0,2.0,2,2,2,650.0,250.0,3.0,9.0,1.0,77.0,,1.0,6190.767672647312,77.0,,420.19404469,11
2.0,2.0,7,1,4,40.0,0.0,1.0,9.0,77.0,77.0,77.0,3.0,0.0,77.0,,216.23529587,11
1.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,51.796716957,11
2.0,1.0,7,1,1,300.0,,3.0,9.0,1.0,77.0,,8.0,11349.612570240804,77.0,,55.157586462,11
2.0,2.0,4,1,2,100.0,100.0,3.0,7.0,1.0,77.0,,,1931.97924654569,77.0,,81.006254031,11
2.0,1.0,6,1,1,70.0,0.0,3.0,8.0,1.0,77.0,,3.0,0.0,77.0,,51.796716957,11
2.0,1.0,7,1,2,200.0,250.0,2.0,3.0,77.0,2.0,77.0,8.0,4755.026199168306,4.0,,138.13147418,11
2.0,2.0,6,1,1,150.0,20.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,1,350.0,250.0,2.0,8.0,77.0,1.0,77.0,8.0,0.0,,1.0,1862.4393644,11
2.0,1.0,7,1,1,95.0,90.0,2.0,8.0,77.0,1.0,77.0,7.0,3595.9119561354323,,1.0,40.414232465,11
1.0,1.0,7,1,2,150.0,100.0,1.0,2.0,77.0,77.0,77.0,8.0,1463.6219142818436,77.0,,107.8796218,11
2.0,1.0,6,1,1,900.0,200.0,3.0,3.0,1.0,77.0,,6.0,4646.469921944647,77.0,,55.157586462,11
2.0,2.0,7,1,1,300.0,100.0,2.0,2.0,77.0,2.0,77.0,7.0,0.0,4.0,,56.538982314,11
1.0,1.0,6,2,1,,,,,77.0,77.0,77.0,,2482.6096990902543,77.0,1.0,65.136620433,11
2.0,1.0,4,1,1,150.0,35.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,88.60840646,11
1.0,1.0,7,1,2,100.0,300.0,3.0,9.0,1.0,77.0,,6.0,11116.309616237191,77.0,1.0,108.61604004,11
2.0,2.0,7,1,1,100.0,0.0,4.0,9.0,77.0,77.0,77.0,,0.0,77.0,,56.538982314,11
1.0,2.0,4,1,2,75.0,0.0,3.0,9.0,2.0,77.0,2.0,3.0,323.61874014752806,77.0,,183.87281211,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,596.9737715052742,77.0,,55.157586462,11
2.0,2.0,5,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,143.07152929,11
2.0,2.0,4,1,2,192.0,0.0,3.0,,1.0,77.0,,,3642.857215117829,77.0,,232.13375704,11
1.0,1.0,7,1,1,150.0,100.0,1.0,4.0,77.0,77.0,77.0,7.0,12691.7504043101,77.0,,479.85870476,11
2.0,1.0,7,1,1,180.0,100.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,52.742529497,11
2.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,18638.515606374403,77.0,,54.069355693,11
1.0,2.0,5,1,2,100.0,0.0,1.0,3.0,77.0,77.0,77.0,1.0,7401.300314282755,77.0,,232.13375704,11
1.0,1.0,6,1,1,50.0,0.0,3.0,5.0,1.0,77.0,,6.0,0.0,77.0,1.0,55.157586462,11
2.0,1.0,7,1,1,300.0,100.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,1.0,87.829654772,11
2.0,2.0,1,1,2,450.0,100.0,2.0,,77.0,1.0,77.0,1.0,11926.134003238853,,,335.90647223,11
2.0,1.0,7,2,1,500.0,50.0,3.0,9.0,2.0,77.0,4.0,6.0,9197.063843179032,77.0,,100.52497169,11
1.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,40.414232465,11
1.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,22615.976121006745,77.0,,54.069355693,11
1.0,2.0,7,1,1,150.0,200.0,1.0,2.0,77.0,77.0,77.0,7.0,0.0,77.0,1.0,52.742529497,11
1.0,2.0,7,2,2,,120.0,,,77.0,77.0,77.0,,0.0,77.0,,77.522584905,11
2.0,1.0,7,1,1,400.0,300.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,1.0,54.069355693,11
2.0,1.0,7,1,1,450.0,0.0,2.0,3.0,77.0,1.0,77.0,8.0,21743.91156033698,,,696.90797377,11
2.0,1.0,7,1,1,100.0,0.0,2.0,6.0,77.0,1.0,77.0,7.0,5573.177970405666,,,277.57128232,11
2.0,1.0,7,1,1,200.0,200.0,2.0,4.0,77.0,1.0,77.0,8.0,6009.646042367203,,1.0,326.02611495,11
2.0,1.0,6,1,1,300.0,150.0,2.0,3.0,77.0,1.0,77.0,8.0,1024.4027169397223,,,52.742529497,11
2.0,1.0,7,1,1,100.0,20.0,3.0,9.0,1.0,77.0,,4.0,0.0,77.0,,51.796716957,11
2.0,1.0,6,1,1,200.0,0.0,1.0,2.0,77.0,77.0,77.0,8.0,0.0,77.0,,52.742529497,11
2.0,1.0,6,2,4,150.0,0.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,76.996629478,11
2.0,1.0,7,1,1,300.0,10.0,2.0,2.0,77.0,1.0,77.0,,0.0,,,150.17999935,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,2079.999147431149,77.0,,40.414232465,11
2.0,1.0,7,1,1,200.0,100.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,57.77454569,11
1.0,2.0,6,1,2,100.0,50.0,3.0,3.0,1.0,77.0,,6.0,3555.4647568433206,77.0,,74.386360892,11
1.0,2.0,5,2,1,,,,,77.0,77.0,77.0,,985.5302901585281,77.0,1.0,119.25440459,11
1.0,1.0,6,1,2,238.0,47.0,1.0,3.0,77.0,77.0,77.0,6.0,4526.117593874316,77.0,,79.743425153,11
2.0,1.0,7,2,1,400.0,20.0,1.0,2.0,77.0,77.0,77.0,8.0,0.0,77.0,1.0,65.136620433,11
1.0,1.0,5,2,1,,,,,77.0,77.0,77.0,,12490.444369501947,77.0,1.0,119.25440459,11
2.0,1.0,7,1,1,300.0,150.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
1.0,2.0,3,1,2,200.0,200.0,1.0,3.0,77.0,77.0,77.0,1.0,0.0,77.0,,891.08127574,11
2.0,1.0,7,1,1,200.0,300.0,3.0,3.0,1.0,77.0,,8.0,20288.26483046938,77.0,,55.157586462,11
1.0,1.0,7,1,2,150.0,150.0,2.0,3.0,77.0,1.0,77.0,7.0,4559.122801611135,,1.0,95.65147396,11
2.0,1.0,6,1,1,500.0,25.0,2.0,2.0,77.0,1.0,77.0,8.0,7500.903214961004,,,93.047593504,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,12952.245305347064,77.0,,68.094076165,11
1.0,2.0,4,1,1,300.0,150.0,2.0,2.0,77.0,2.0,77.0,8.0,0.0,2.0,1.0,88.60840646,11
2.0,1.0,7,1,1,60.0,50.0,3.0,4.0,1.0,77.0,,3.0,7926.976985646856,77.0,1.0,1460.1724933,11
1.0,1.0,7,2,2,,,,,77.0,77.0,77.0,,0.0,77.0,,64.227511174,11
1.0,1.0,3,2,4,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,420.19404469,11
1.0,2.0,4,1,2,200.0,0.0,2.0,3.0,77.0,1.0,77.0,1.0,0.0,,,183.87281211,11
2.0,1.0,7,1,1,100.0,0.0,2.0,7.0,77.0,1.0,77.0,8.0,1501.667924491954,,,57.77454569,11
2.0,2.0,7,1,1,200.0,20.0,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,,56.538982314,11
2.0,2.0,7,1,1,75.0,35.0,2.0,9.0,77.0,1.0,77.0,8.0,16364.541724276165,,,40.414232465,11
2.0,1.0,7,1,1,200.0,56.0,2.0,5.0,77.0,1.0,77.0,8.0,1854.1049818279175,,,55.806555255,11
2.0,1.0,6,1,1,250.0,200.0,3.0,6.0,1.0,77.0,,8.0,5578.692331553452,77.0,,167.5928172,11
2.0,1.0,3,1,2,150.0,100.0,3.0,9.0,1.0,77.0,,2.0,24264.41031626837,77.0,,335.90647223,11
2.0,2.0,2,1,2,0.0,45.0,1.0,3.0,77.0,77.0,77.0,1.0,11466.704031463561,77.0,,721.08245031,11
1.0,2.0,7,1,1,200.0,75.0,1.0,2.0,77.0,77.0,77.0,6.0,9844.81537694177,77.0,1.0,80.389594947,11
1.0,1.0,7,1,1,300.0,100.0,,,77.0,77.0,77.0,,3721.6327236065927,77.0,,93.047593504,11
1.0,2.0,4,2,1,300.0,150.0,3.0,7.0,1.0,77.0,,1.0,6076.149759170679,77.0,,411.76470694,11
2.0,1.0,7,1,1,100.0,0.0,3.0,3.0,1.0,77.0,,8.0,4869.837062284949,77.0,1.0,843.55537721,11
1.0,1.0,5,1,1,250.0,200.0,3.0,9.0,1.0,77.0,,6.0,1322.7436133080705,77.0,1.0,953.50179789,11
2.0,1.0,4,1,1,200.0,100.0,1.0,3.0,77.0,77.0,77.0,4.0,0.0,77.0,,86.974946465,11
2.0,1.0,7,1,1,300.0,250.0,2.0,3.0,77.0,1.0,77.0,8.0,12805.886493825476,,,55.806555255,11
1.0,2.0,4,1,2,194.0,0.0,3.0,9.0,2.0,77.0,2.0,1.0,6122.572369293911,77.0,,256.78216107,11
2.0,2.0,7,1,1,100.0,50.0,,,77.0,77.0,77.0,,0.0,77.0,,56.538982314,11
2.0,1.0,6,1,1,220.0,180.0,3.0,3.0,1.0,77.0,,4.0,25390.5419207967,77.0,,93.047593504,11
2.0,1.0,6,1,1,100.0,0.0,2.0,9.0,77.0,1.0,77.0,8.0,686.632581476716,,,40.414232465,11
2.0,1.0,7,1,1,125.0,125.0,3.0,7.0,1.0,77.0,,5.0,0.0,77.0,,87.829654772,11
1.0,2.0,4,1,2,100.0,100.0,3.0,6.0,2.0,77.0,2.0,4.0,5454.562882058767,77.0,,145.67257955,11
2.0,1.0,7,1,2,75.0,20.0,3.0,9.0,1.0,77.0,,2.0,0.0,77.0,,133.76810475,11
2.0,1.0,7,1,2,200.0,75.0,3.0,3.0,1.0,77.0,,6.0,0.0,77.0,1.0,114.54682373,11
2.0,1.0,7,1,2,150.0,0.0,3.0,8.0,1.0,77.0,,6.0,5934.265621321586,77.0,,107.8796218,11
1.0,2.0,4,1,2,,,,,77.0,77.0,77.0,,1652.0376636056903,77.0,,81.006254031,11
1.0,1.0,2,1,2,509.0,,3.0,5.0,1.0,77.0,,1.0,3193.319639806773,77.0,,335.90647223,11
2.0,1.0,6,1,1,200.0,0.0,3.0,8.0,1.0,77.0,,7.0,6394.870142368042,77.0,,56.538982314,11
1.0,2.0,4,1,2,250.0,140.0,2.0,8.0,77.0,1.0,77.0,4.0,0.0,,1.0,204.64892199,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,87.829654772,11
2.0,1.0,4,1,2,0.0,0.0,2.0,6.0,77.0,1.0,77.0,3.0,12527.992190643079,,1.0,145.67257955,11
2.0,1.0,7,1,1,200.0,30.0,2.0,2.0,77.0,1.0,77.0,,0.0,,,51.796716957,11
1.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,14546.849287139332,77.0,,87.829654772,11
2.0,1.0,7,1,2,65.0,0.0,3.0,7.0,1.0,77.0,,5.0,8961.33674333915,77.0,,133.76810475,11
2.0,2.0,7,1,1,52.0,0.0,3.0,8.0,1.0,77.0,,5.0,0.0,77.0,1.0,80.389594947,11
2.0,1.0,7,1,1,200.0,0.0,3.0,9.0,1.0,77.0,,6.0,15572.162198118516,77.0,,87.829654772,11
1.0,1.0,4,2,1,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,119.25440459,11
2.0,1.0,7,1,1,170.0,115.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
2.0,1.0,5,1,1,700.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,329.2703984,11
2.0,2.0,5,1,2,400.0,400.0,1.0,2.0,77.0,77.0,77.0,4.0,11400.653690594525,77.0,,145.67257955,11
2.0,1.0,7,1,1,170.0,120.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,54.069355693,11
1.0,2.0,3,1,2,,,,,77.0,77.0,77.0,,16531.93611453114,77.0,,549.59231247,11
1.0,2.0,7,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,79.743425153,11
2.0,1.0,7,1,1,300.0,50.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,1.0,87.829654772,11
2.0,1.0,6,1,1,,,1.0,5.0,77.0,77.0,77.0,,1017.2781235529477,77.0,,52.742529497,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,55.157586462,11
2.0,1.0,7,1,1,100.0,35.0,2.0,9.0,77.0,1.0,77.0,7.0,0.0,,,40.414232465,11
2.0,1.0,7,1,2,100.0,23.0,4.0,2.0,77.0,77.0,77.0,4.0,4308.580020156344,77.0,1.0,107.8796218,11
2.0,1.0,5,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,88.60840646,11
2.0,1.0,6,1,1,250.0,100.0,2.0,5.0,77.0,1.0,77.0,8.0,9417.07521933284,,,54.069355693,11
2.0,2.0,7,1,1,65.0,100.0,3.0,9.0,1.0,77.0,,4.0,2532.9502101128264,77.0,,52.742529497,11
1.0,2.0,4,2,1,250.0,150.0,3.0,6.0,2.0,77.0,1.0,,0.0,77.0,,667.48512618,11
2.0,1.0,7,1,1,100.0,10.0,3.0,9.0,1.0,77.0,,4.0,6130.229234033433,77.0,,552.16544362,11
1.0,2.0,6,1,1,100.0,150.0,3.0,3.0,1.0,77.0,,7.0,0.0,77.0,,938.04260833,11
2.0,2.0,6,1,1,80.0,10.0,1.0,9.0,77.0,77.0,77.0,4.0,0.0,77.0,,80.389594947,11
2.0,2.0,4,1,2,80.0,80.0,2.0,3.0,77.0,1.0,77.0,2.0,11918.192405490156,,,81.006254031,11
1.0,2.0,3,1,2,0.0,0.0,3.0,7.0,2.0,77.0,,,0.0,77.0,,549.59231247,11
2.0,1.0,7,1,1,100.0,100.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,54.069355693,11
2.0,2.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,2,150.0,100.0,1.0,3.0,77.0,77.0,77.0,5.0,0.0,77.0,1.0,79.743425153,11
1.0,1.0,5,1,1,,,,,77.0,77.0,77.0,,14164.793782850145,77.0,,141.91198674,11
2.0,1.0,7,1,1,200.0,50.0,3.0,9.0,1.0,77.0,,8.0,0.0,77.0,,54.069355693,11
1.0,2.0,4,1,2,,,,,77.0,77.0,77.0,,13542.887461375487,77.0,,81.006254031,11
2.0,1.0,7,1,3,150.0,70.0,3.0,3.0,1.0,77.0,,3.0,5079.311014093889,77.0,1.0,151.716277,11
2.0,1.0,7,1,4,200.0,100.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,151.716277,11
2.0,1.0,7,1,2,170.0,50.0,2.0,2.0,77.0,1.0,77.0,5.0,12517.902206597146,,,79.743425153,11
2.0,1.0,7,1,4,375.0,0.0,2.0,2.0,77.0,1.0,77.0,8.0,10439.054994136124,,1.0,88.575754397,11
2.0,1.0,7,1,1,175.0,60.0,3.0,9.0,1.0,77.0,,6.0,1489.175113373725,77.0,,167.5928172,11
2.0,1.0,6,1,1,110.0,60.0,2.0,9.0,77.0,1.0,77.0,6.0,2510.649471054084,,,150.17999935,11
2.0,2.0,5,1,2,600.0,0.0,3.0,3.0,2.0,77.0,4.0,1.0,1417.8665278842175,77.0,,232.13375704,11
1.0,2.0,6,1,1,200.0,250.0,1.0,3.0,77.0,77.0,77.0,3.0,7785.074653611691,77.0,1.0,68.094076165,11
1.0,1.0,3,1,2,100.0,100.0,1.0,3.0,77.0,77.0,77.0,2.0,0.0,77.0,,335.90647223,11
2.0,1.0,7,1,1,300.0,200.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,55.157586462,11
2.0,1.0,7,1,2,60.0,0.0,2.0,8.0,77.0,1.0,77.0,5.0,21287.186404918804,,1.0,108.61604004,11
1.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,252.89593777,11
2.0,1.0,3,1,2,200.0,100.0,1.0,3.0,77.0,77.0,77.0,4.0,4160.617610972707,77.0,,738.93752621,11
1.0,1.0,7,2,1,800.0,20.0,2.0,3.0,77.0,1.0,77.0,8.0,29689.689185058305,,,76.996629478,11
2.0,1.0,6,1,1,100.0,100.0,3.0,9.0,1.0,77.0,,5.0,1642.758617196368,77.0,1.0,52.742529497,11
2.0,1.0,7,1,1,80.0,40.0,3.0,9.0,1.0,77.0,,6.0,14139.025810028408,77.0,,290.53190338,11
2.0,1.0,6,2,1,150.0,45.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,100.52497169,11
1.0,2.0,4,1,2,650.0,0.0,2.0,4.0,77.0,1.0,77.0,3.0,0.0,,1.0,256.78216107,11
1.0,1.0,6,1,4,100.0,300.0,2.0,3.0,77.0,1.0,77.0,7.0,4452.287214926689,,,109.52223174,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,56.538982314,11
2.0,2.0,7,1,1,200.0,40.0,2.0,3.0,77.0,1.0,77.0,8.0,10031.243839762692,,1.0,54.069355693,11
2.0,1.0,4,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,115.5568061,11
1.0,1.0,7,1,1,200.0,20.0,,,77.0,77.0,77.0,,2615.088320293245,77.0,1.0,80.389594947,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,51.796716957,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,23595.828631704844,77.0,,252.89593777,11
2.0,1.0,6,1,3,20.0,,2.0,9.0,77.0,2.0,77.0,4.0,0.0,2.0,1.0,181.68687756,11
2.0,2.0,3,2,1,,,,,77.0,77.0,77.0,,10161.25726692881,77.0,,352.20202569,11
1.0,2.0,7,1,1,250.0,55.0,3.0,3.0,1.0,77.0,,8.0,0.0,77.0,1.0,54.069355693,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,56.538982314,11
2.0,1.0,6,1,1,300.0,75.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,1.0,54.069355693,11
2.0,1.0,7,1,2,150.0,150.0,2.0,6.0,77.0,1.0,77.0,7.0,0.0,,1.0,133.76810475,11
1.0,2.0,7,1,1,80.0,0.0,2.0,2.0,77.0,1.0,77.0,5.0,3800.29408729022,,1.0,40.414232465,11
2.0,1.0,3,1,2,350.0,,,,77.0,77.0,77.0,,0.0,77.0,1.0,549.59231247,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,11254.022113899278,77.0,,52.742529497,11
2.0,1.0,6,1,1,200.0,0.0,2.0,3.0,77.0,1.0,77.0,8.0,5154.075982935489,,,40.414232465,11
1.0,1.0,7,1,1,500.0,100.0,3.0,9.0,1.0,77.0,,2.0,0.0,77.0,1.0,308.72544026,11
1.0,2.0,4,1,1,80.0,0.0,2.0,2.0,77.0,1.0,77.0,5.0,0.0,,,1432.2445834,11
1.0,1.0,6,2,2,220.0,70.0,2.0,2.0,77.0,2.0,77.0,6.0,6445.408955556652,2.0,1.0,78.319906896,11
